Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(?),Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
W,W5X16,W5X16,F,16.0,4.71,5.01,5      ,–,–,–,5.00,5      ,–,–,–,0.240,  1/4 ,  1/8 ,0.360,  3/8 ,–,–,–,0.660,  3/4 ,  7/16,–,–,–,–,–,6.94,–,–,15.4,–,–,21.4,9.63,8.55,2.13,7.51,4.58,3.00,1.26,–,–,–,0.192,40.6,–,5.81,2.62,–,–,1.99,4.74,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.43,4.65,24.0,29.0
W,W4X13,W4X13,F,13.0,3.83,4.16,4  1/8 ,–,–,–,4.06,4      ,–,–,–,0.280,  1/4 ,  1/8 ,0.345,  3/8 ,–,–,–,0.595,  3/4 ,  1/2 ,–,–,–,–,–,5.88,–,–,10.6,–,–,11.3,6.28,5.46,1.72,3.86,2.92,1.90,1.00,–,–,–,0.151,14.0,–,3.87,1.36,–,–,1.24,3.09,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.16,3.82,19.5,23.6
M,M12.5X12.4,M12.5X12.4,F,12.4,3.63,12.5,12  1/2 ,–,–,–,3.75,3  3/4 ,–,–,–,0.155,  1/8 ,  1/16,0.228,  1/4 ,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,8.22,–,–,74.8,–,–,89.3,16.5,14.2,4.96,2.01,1.68,1.07,0.744,–,–,–,0.0493,76.0,–,11.5,2.46,–,–,2.51,8.06,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.933,12.3,–,–
M,M12.5X11.6,M12.5X11.6,F,11.6,3.40,12.5,12  1/2 ,–,–,–,3.50,3  1/2 ,–,–,–,0.155,  1/8 ,  1/16,0.211,  3/16,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,8.29,–,–,74.8,–,–,80.3,15.0,12.8,4.86,1.51,1.37,0.864,0.667,–,–,–,0.0414,57.1,–,10.8,1.99,–,–,2.17,7.36,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.852,12.3,–,–
M,M12X11.8,M12X11.8,F,11.8,3.47,12.0,12      ,–,–,–,3.07,3  1/8 ,–,–,–,0.177,  3/16,  1/8 ,0.225,  1/4 ,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,6.81,–,–,62.5,–,–,72.2,14.3,12.0,4.56,1.09,1.15,0.709,0.559,–,–,–,0.0500,37.7,–,9.04,1.56,–,–,1.92,7.02,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.731,11.8,–,–
M,M12X10.8,M12X10.8,F,10.8,3.18,12.0,12      ,–,–,–,3.07,3  1/8 ,–,–,–,0.160,  3/16,  1/8 ,0.210,  3/16,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,7.30,–,–,69.2,–,–,66.7,13.2,11.1,4.58,1.01,1.07,0.661,0.564,–,–,–,0.0393,35.0,–,9.05,1.46,–,–,1.80,6.48,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.732,11.8,–,–
M,M12X10,M12X10,F,10.0,2.95,12.0,12      ,–,–,–,3.25,3  1/4 ,–,–,–,0.149,  1/8 ,  1/16,0.180,  3/16,–,–,–,0.500,  1/2 ,  3/8 ,–,–,–,–,–,9.03,–,–,74.7,–,–,61.7,12.2,10.3,4.57,1.03,1.02,0.636,0.592,–,–,–,0.0292,35.9,–,9.60,1.40,–,–,1.65,5.98,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.768,11.8,–,–
M,M10X9,M10X9,F,9.00,2.65,10.0,10      ,–,–,–,2.69,2  3/4 ,–,–,–,0.157,  3/16,  1/8 ,0.206,  3/16,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,6.53,–,–,58.4,–,–,39.0,9.22,7.79,3.83,0.672,0.809,0.500,0.503,–,–,–,0.0314,16.1,–,6.59,0.910,–,–,1.28,4.52,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.650,9.79,–,–
M,M10X8,M10X8,F,8.00,2.37,9.95,10      ,–,–,–,2.69,2  3/4 ,–,–,–,0.141,  1/8 ,  1/16,0.182,  3/16,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,7.39,–,–,65.0,–,–,34.6,8.20,6.95,3.82,0.593,0.711,0.441,0.500,–,–,–,0.0224,14.2,–,6.57,0.800,–,–,1.13,4.01,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.646,9.77,–,–
M,M10X7.5,M10X7.5,F,7.50,2.22,9.99,10      ,–,–,–,2.69,2  3/4 ,–,–,–,0.130,  1/8 ,  1/16,0.173,  3/16,–,–,–,0.438,  7/16,  5/16,–,–,–,–,–,7.77,–,–,71.0,–,–,33.0,7.77,6.60,3.85,0.562,0.670,0.418,0.503,–,–,–,0.0187,13.5,–,6.60,0.770,–,–,1.09,3.80,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.646,9.82,–,–
M,M8X6.5,M8X6.5,F,6.50,1.92,8.00,8      ,–,–,–,2.28,2  1/4 ,–,–,–,0.135,  1/8 ,  1/16,0.189,  3/16,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,6.03,–,–,53.8,–,–,18.5,5.43,4.63,3.11,0.376,0.529,0.329,0.443,–,–,–,0.0184,5.73,–,4.45,0.480,–,–,0.790,2.66,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.563,7.81,–,–
M,M8X6.2,M8X6.2,F,6.20,1.82,8.00,8      ,–,–,–,2.28,2  1/4 ,–,–,–,0.129,  1/8 ,  1/16,0.177,  3/16,–,–,–,0.438,  7/16,  1/4 ,–,–,–,–,–,6.44,–,–,56.5,–,–,17.6,5.15,4.39,3.10,0.352,0.495,0.308,0.439,–,–,–,0.0156,5.38,–,4.46,0.450,–,–,0.740,2.52,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.560,7.82,–,–
M,M6X4.4,M6X4.4,F,4.40,1.29,6.00,6      ,–,–,–,1.84,1  7/8 ,–,–,–,0.114,  1/8 ,  1/16,0.171,  3/16,–,–,–,0.375,  3/8 ,  1/4 ,–,–,–,–,–,5.39,–,–,47.0,–,–,7.23,2.80,2.41,2.36,0.180,0.311,0.195,0.372,–,–,–,0.00990,1.53,–,2.68,0.210,–,–,0.430,1.37,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.467,5.83,–,–
M,M6X3.7,M6X3.7,F,3.70,1.09,5.92,5  7/8 ,–,–,–,2.00,2      ,–,–,–,0.0980,  1/8 ,  1/16,0.129,  1/8 ,–,–,–,0.313,  5/16,  1/4 ,–,–,–,–,–,7.75,–,–,54.7,–,–,5.96,2.33,2.01,2.34,0.173,0.273,0.173,0.398,–,–,–,0.00530,1.45,–,2.90,0.190,–,–,0.360,1.14,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.499,5.79,–,–
M,M5X18.9,M5X18.9,T,18.9,5.56,5.00,5      ,–,–,–,5.00,5      ,–,–,–,0.316,  5/16,  3/16,0.416,  7/16,–,–,–,0.813, 13/16,  1/2 ,–,–,–,–,–,6.01,–,–,11.2,–,–,24.2,11.1,9.67,2.08,8.70,5.33,3.48,1.25,–,–,–,0.313,45.7,–,5.73,2.98,–,–,2.23,5.45,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.44,4.58,–,–
M,M4X6,M4X6,F,6.00,1.75,3.80,3  3/4 ,–,–,–,3.80,3  3/4 ,–,–,–,0.130,  1/8 ,  1/16,0.160,  3/16,–,–,–,0.500,  1/2 ,  3/8 ,–,–,–,–,–,11.9,–,–,22.0,–,–,4.72,2.74,2.48,1.64,1.47,1.18,0.771,0.915,–,–,–,0.0184,4.87,–,3.46,0.530,–,–,0.530,1.30,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.04,3.64,–,–
M,M4X4.08,M4X4.08,F,4.08,1.27,4.00,4      ,–,–,–,2.25,2  1/4 ,–,–,–,0.115,  1/8 ,  1/16,0.170,  3/16,–,–,–,0.563,  9/16,  3/8 ,–,–,–,–,–,6.62,–,–,26.4,–,–,3.53,2.00,1.77,1.67,0.325,0.453,0.289,0.506,–,–,–,0.0147,1.19,–,2.15,0.210,–,–,0.350,0.930,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.593,3.83,–,–
M,M4X3.45,M4X3.45,F,3.45,1.01,4.00,4      ,–,–,–,2.25,2  1/4 ,–,–,–,0.0920,  1/16,  1/16,0.130,  1/8 ,–,–,–,0.500,  1/2 ,  3/8 ,–,–,–,–,–,8.65,–,–,33.9,–,–,2.86,1.60,1.43,1.68,0.248,0.346,0.221,0.496,–,–,–,0.00820,0.930,–,2.18,0.160,–,–,0.270,0.730,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.580,3.87,–,–
M,M4X3.2,M4X3.2,F,3.20,1.01,4.00,4      ,–,–,–,2.25,2  1/4 ,–,–,–,0.0920,  1/16,  1/16,0.130,  1/8 ,–,–,–,0.500,  1/2 ,  3/8 ,–,–,–,–,–,8.65,–,–,33.9,–,–,2.86,1.60,1.43,1.68,0.248,0.346,0.221,0.496,–,–,–,0.00820,0.930,–,2.18,0.160,–,–,0.270,0.730,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.580,3.87,–,–
M,M3X2.9,M3X2.9,F,2.90,0.914,3.00,3      ,–,–,–,2.25,2  1/4 ,–,–,–,0.0900,  1/16,  1/16,0.130,  1/8 ,–,–,–,0.500,  1/2 ,  3/8 ,–,–,–,–,–,8.65,–,–,23.6,–,–,1.50,1.12,1.00,1.28,0.248,0.344,0.221,0.521,–,–,–,0.00790,0.511,–,1.61,0.120,–,–,0.200,0.500,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.597,2.87,–,–
S,S24X121,S24X121,F,121,35.5,24.5,24  1/2 ,–,–,–,8.05,8      ,–,–,–,0.800, 13/16,  7/16,1.09,1  1/16,–,–,–,2.00,2      ,–,–,–,–,–,–,3.69,–,–,25.9,–,–,3160,306,258,9.43,83.0,36.3,20.6,1.53,–,–,–,12.8,11400,–,47.1,103,–,–,46.2,153,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.94,23.4,–,–
S,S24X106,S24X106,F,106,31.1,24.5,24  1/2 ,–,–,–,7.87,7  7/8 ,–,–,–,0.620,  5/8 ,  5/16,1.09,1  1/16,–,–,–,2.00,2      ,–,–,–,–,–,–,3.61,–,–,33.4,–,–,2940,279,240,9.71,76.8,33.4,19.5,1.57,–,–,–,10.1,10500,–,46.1,98.8,–,–,46.2,139,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.93,23.4,–,–
S,S24X100,S24X100,F,100,29.3,24.0,24      ,–,–,–,7.25,7  1/4 ,–,–,–,0.745,  3/4 ,  3/8 ,0.870,  7/8 ,–,–,–,1.75,1  3/4 ,–,–,–,–,–,–,4.16,–,–,27.8,–,–,2380,239,199,9.01,47.4,24.0,13.1,1.27,–,–,–,7.59,6350,–,41.9,66.0,–,–,32.7,119,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.66,23.1,–,–
S,S24X90,S24X90,F,90.0,26.5,24.0,24      ,–,–,–,7.13,7  1/8 ,–,–,–,0.625,  5/8 ,  5/16,0.870,  7/8 ,–,–,–,1.75,1  3/4 ,–,–,–,–,–,–,4.09,–,–,33.1,–,–,2250,222,187,9.21,44.7,22.4,12.5,1.30,–,–,–,6.05,5980,–,41.2,63.8,–,–,32.7,110,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.66,23.1,–,–
S,S24X80,S24X80,F,80.0,23.5,24.0,24      ,–,–,–,7.00,7      ,–,–,–,0.500,  1/2 ,  1/4 ,0.870,  7/8 ,–,–,–,1.75,1  3/4 ,–,–,–,–,–,–,4.02,–,–,41.4,–,–,2100,204,175,9.47,42.0,20.8,12.0,1.34,–,–,–,4.89,5620,–,40.5,61.6,–,–,32.7,101,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.67,23.1,–,–
S,S20X96,S20X96,F,96.0,28.2,20.3,20  1/4 ,–,–,–,7.20,7  1/4 ,–,–,–,0.800, 13/16,  7/16,0.920, 15/16,–,–,–,1.75,1  3/4 ,–,–,–,–,–,–,3.91,–,–,21.1,–,–,1670,198,165,7.71,49.9,24.9,13.9,1.33,–,–,–,8.40,4690,–,34.9,57.8,–,–,28.5,98.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.71,19.4,–,–
S,S20X86,S20X86,F,86.0,25.3,20.3,20  1/4 ,–,–,–,7.06,7      ,–,–,–,0.660, 11/16,  3/8 ,0.920, 15/16,–,–,–,1.75,1  3/4 ,–,–,–,–,–,–,3.84,–,–,25.6,–,–,1570,183,155,7.89,46.6,23.1,13.2,1.36,–,–,–,6.65,4370,–,34.2,55.5,–,–,28.5,91.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.71,19.4,–,–
S,S20X75,S20X75,F,75.0,22.0,20.0,20      ,–,–,–,6.39,6  3/8 ,–,–,–,0.635,  5/8 ,  5/16,0.795, 13/16,–,–,–,1.63,1  5/8 ,–,–,–,–,–,–,4.02,–,–,26.6,–,–,1280,152,128,7.62,29.5,16.7,9.25,1.16,–,–,–,4.59,2720,–,30.7,38.9,–,–,21.9,75.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.49,19.2,–,–
S,S20X66,S20X66,F,66.0,19.4,20.0,20      ,–,–,–,6.26,6  1/4 ,–,–,–,0.505,  1/2 ,  1/4 ,0.795, 13/16,–,–,–,1.63,1  5/8 ,–,–,–,–,–,–,3.93,–,–,33.5,–,–,1190,139,119,7.83,27.5,15.4,8.78,1.19,–,–,–,3.58,2530,–,30.0,37.3,–,–,21.9,69.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.49,19.2,–,–
S,S18X70,S18X70,F,70.0,20.5,18.0,18      ,–,–,–,6.25,6  1/4 ,–,–,–,0.711, 11/16,  3/8 ,0.691, 11/16,–,–,–,1.50,1  1/2 ,–,–,–,–,–,–,4.52,–,–,21.5,–,–,923,124,103,6.70,24.0,14.3,7.69,1.08,–,–,–,4.10,1800,–,27.0,29.2,–,–,16.6,61.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.42,17.3,–,–
S,S18X54.7,S18X54.7,F,54.7,16.0,18.0,18      ,–,–,–,6.00,6      ,–,–,–,0.461,  7/16,  1/4 ,0.691, 11/16,–,–,–,1.50,1  1/2 ,–,–,–,–,–,–,4.34,–,–,33.2,–,–,801,104,89.0,7.07,20.7,12.1,6.91,1.14,–,–,–,2.33,1550,–,26.0,26.9,–,–,16.6,51.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.42,17.3,–,–
S,S15X50,S15X50,F,50.0,14.7,15.0,15      ,–,–,–,5.64,5  5/8 ,–,–,–,0.550,  9/16,  5/16,0.622,  5/8 ,–,–,–,1.38,1  3/8 ,–,–,–,–,–,–,4.53,–,–,22.7,–,–,485,77.0,64.7,5.75,15.6,10.0,5.53,1.03,–,–,–,2.12,805,–,20.3,17.8,–,–,11.4,38.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.32,14.4,–,–
S,S15X42.9,S15X42.9,F,42.9,12.6,15.0,15      ,–,–,–,5.50,5  1/2 ,–,–,–,0.411,  7/16,  1/4 ,0.622,  5/8 ,–,–,–,1.38,1  3/8 ,–,–,–,–,–,–,4.42,–,–,30.4,–,–,446,69.2,59.4,5.95,14.3,9.08,5.19,1.06,–,–,–,1.54,737,–,19.8,16.9,–,–,11.4,34.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.31,14.4,–,–
S,S12X50,S12X50,F,50.0,14.7,12.0,12      ,–,–,–,5.48,5  1/2 ,–,–,–,0.687, 11/16,  3/8 ,0.659, 11/16,–,–,–,1.44,1  7/16,–,–,–,–,–,–,4.16,–,–,13.7,–,–,303,60.9,50.6,4.55,15.6,10.3,5.69,1.03,–,–,–,2.77,501,–,15.5,14.0,–,–,8.95,30.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.32,11.3,–,–
S,S12X40.8,S12X40.8,F,40.8,11.9,12.0,12      ,–,–,–,5.25,5  1/4 ,–,–,–,0.462,  7/16,  1/4 ,0.659, 11/16,–,–,–,1.44,1  7/16,–,–,–,–,–,–,3.98,–,–,20.6,–,–,270,52.7,45.1,4.76,13.5,8.86,5.13,1.06,–,–,–,1.69,433,–,14.9,12.9,–,–,8.95,26.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.30,11.3,–,–
S,S12X35,S12X35,F,35.0,10.2,12.0,12      ,–,–,–,5.08,5  1/8 ,–,–,–,0.428,  7/16,  1/4 ,0.544,  9/16,–,–,–,1.19,1  3/16,–,–,–,–,–,–,4.67,–,–,23.1,–,–,228,44.6,38.1,4.72,9.84,6.80,3.88,0.980,–,–,–,1.05,323,–,14.5,10.0,–,–,7.24,22.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.22,11.5,–,–
S,S12X31.8,S12X31.8,F,31.8,9.31,12.0,12      ,–,–,–,5.00,5      ,–,–,–,0.350,  3/8 ,  3/16,0.544,  9/16,–,–,–,1.19,1  3/16,–,–,–,–,–,–,4.60,–,–,28.3,–,–,217,41.8,36.2,4.83,9.33,6.44,3.73,1.00,–,–,–,0.878,306,–,14.3,9.74,–,–,7.24,20.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.21,11.5,–,–
S,S10X35,S10X35,F,35.0,10.3,10.0,10      ,–,–,–,4.94,5      ,–,–,–,0.594,  5/8 ,  5/16,0.491,  1/2 ,–,–,–,1.13,1  1/8 ,–,–,–,–,–,–,5.03,–,–,13.4,–,–,147,35.4,29.4,3.78,8.30,6.19,3.36,0.899,–,–,–,1.29,188,–,11.8,7.13,–,–,5.08,17.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.16,9.51,–,–
S,S10X25.4,S10X25.4,F,25.4,7.45,10.0,10      ,–,–,–,4.66,4  5/8 ,–,–,–,0.311,  5/16,  3/16,0.491,  1/2 ,–,–,–,1.13,1  1/8 ,–,–,–,–,–,–,4.75,–,–,25.6,–,–,123,28.3,24.6,4.07,6.73,4.99,2.89,0.950,–,–,–,0.603,152,–,11.1,6.34,–,–,5.08,14.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.14,9.51,–,–
S,S8X23,S8X23,F,23.0,6.76,8.00,8      ,–,–,–,4.17,4  1/8 ,–,–,–,0.441,  7/16,  1/4 ,0.425,  7/16,–,–,–,1.00,1      ,–,–,–,–,–,–,4.91,–,–,14.1,–,–,64.7,19.2,16.2,3.09,4.27,3.67,2.05,0.795,–,–,–,0.550,61.2,–,7.90,3.50,–,–,3.00,9.53,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.999,7.58,–,–
S,S8X18.4,S8X18.4,F,18.4,5.40,8.00,8      ,–,–,–,4.00,4      ,–,–,–,0.271,  1/4 ,  1/8 ,0.425,  7/16,–,–,–,1.00,1      ,–,–,–,–,–,–,4.71,–,–,22.9,–,–,57.5,16.5,14.4,3.26,3.69,3.18,1.84,0.827,–,–,–,0.335,52.9,–,7.58,3.22,–,–,3.00,8.17,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.985,7.58,–,–
S,S6X17.25,S6X17.25,F,17.25,5.05,6.00,6      ,–,–,–,3.57,3  5/8 ,–,–,–,0.465,  7/16,  1/4 ,0.359,  3/8 ,–,–,–,0.813, 13/16,–,–,–,–,–,–,4.97,–,–,9.67,–,–,26.2,10.5,8.74,2.28,2.29,2.35,1.28,0.673,–,–,–,0.371,18.2,–,5.03,1.61,–,–,1.57,5.23,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.859,5.64,–,–
S,S6X12.5,S6X12.5,F,12.5,3.66,6.00,6      ,–,–,–,3.33,3  3/8 ,–,–,–,0.232,  1/4 ,  1/8 ,0.359,  3/8 ,–,–,–,0.813, 13/16,–,–,–,–,–,–,4.64,–,–,19.4,–,–,22.0,8.45,7.34,2.45,1.80,1.86,1.08,0.702,–,–,–,0.167,14.3,–,4.70,1.41,–,–,1.57,4.18,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.831,5.64,–,–
S,S5X10,S5X10,F,10.0,2.93,5.00,5      ,–,–,–,3.00,3      ,–,–,–,0.214,  3/16,  1/8 ,0.326,  5/16,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,4.61,–,–,16.8,–,–,12.3,5.66,4.90,2.05,1.19,1.37,0.795,0.638,–,–,–,0.114,6.52,–,3.51,0.859,–,–,1.06,2.79,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.754,4.67,–,–
S,S4X9.5,S4X9.5,F,9.50,2.79,4.00,4      ,–,–,–,2.80,2  3/4 ,–,–,–,0.326,  5/16,  3/16,0.293,  5/16,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,4.77,–,–,8.33,–,–,6.76,4.04,3.38,1.56,0.887,1.13,0.635,0.564,–,–,–,0.120,3.05,–,2.59,0.531,–,–,0.671,1.99,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.698,3.71,–,–
S,S4X7.7,S4X7.7,F,7.70,2.26,4.00,4      ,–,–,–,2.66,2  5/8 ,–,–,–,0.193,  3/16,  1/8 ,0.293,  5/16,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,4.54,–,–,14.1,–,–,6.05,3.50,3.03,1.64,0.748,0.970,0.562,0.576,–,–,–,0.0732,2.57,–,2.47,0.481,–,–,0.671,1.73,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.676,3.71,–,–
S,S3X7.5,S3X7.5,F,7.50,2.20,3.00,3      ,–,–,–,2.51,2  1/2 ,–,–,–,0.349,  3/8 ,  3/16,0.260,  1/4 ,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,4.83,–,–,5.38,–,–,2.91,2.35,1.94,1.15,0.578,0.821,0.461,0.513,–,–,–,0.0896,1.08,–,1.72,0.280,–,–,0.385,1.16,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.638,2.74,–,–
S,S3X5.7,S3X5.7,F,5.70,1.66,3.00,3      ,–,–,–,2.33,2  3/8 ,–,–,–,0.170,  3/16,  1/8 ,0.260,  1/4 ,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,4.48,–,–,11.0,–,–,2.50,1.94,1.67,1.23,0.447,0.656,0.383,0.518,–,–,–,0.0433,0.838,–,1.60,0.242,–,–,0.385,0.961,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,0.605,2.74,–,–
HP,HP18X204,HP18X204,F,204,60.2,18.3,18  1/4 ,–,–,–,18.1,18  1/8 ,–,–,–,1.13,1  1/8 ,  9/16,1.13,1  1/8 ,–,–,–,2.31,2  5/16,1 3/4,–,–,–,–,–,8.01,–,–,12.1,–,–,3480,433,380,7.60,1120,191,124,4.31,–,–,–,29.5,82500,–,77.7,397,–,–,82.3,212,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,5.03,17.2,–,–
HP,HP18X181,HP18X181,F,181,53.2,18.0,18      ,–,–,–,18.0,18      ,–,–,–,1.00,1      ,  1/2 ,1.00,1      ,–,–,–,2.18,2  3/16,1 11/16,–,–,–,–,–,9.00,–,–,13.6,–,–,3020,379,336,7.53,974,167,108,4.28,–,–,–,20.7,70400,–,76.5,344,–,–,72.3,185,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.96,17.0,–,–
HP,HP18X157,HP18X157,F,157,46.2,17.7,17  3/4 ,–,–,–,17.9,17  7/8 ,–,–,–,0.870,  7/8 ,  7/16,0.870,  7/8 ,–,–,–,2.05,2  1/16,1 5/8,–,–,–,–,–,10.3,–,–,15.6,–,–,2570,327,290,7.46,833,143,93.1,4.25,–,–,–,13.9,59000,–,75.3,293,–,–,62.3,159,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.92,16.8,–,–
HP,HP18X135,HP18X135,F,135,39.9,17.5,17  1/2 ,–,–,–,17.8,17  3/4 ,–,–,–,0.750,  3/4 ,  3/8 ,0.750,  3/4 ,–,–,–,1.93,1 15/16,1  9/16,–,–,–,–,–,11.9,–,–,18.2,–,–,2200,281,251,7.43,706,122,79.3,4.21,–,–,–,9.12,49500,–,74.5,249,–,–,53.5,136,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.85,16.8,–,–
HP,HP16X183,HP16X183,F,183,54.1,16.5,16  1/2 ,–,–,–,16.3,16  1/2 ,–,–,–,1.13,1  1/8 ,  9/16,1.13,1  1/8 ,–,–,–,2.31,2  5/16,1 3/4,–,–,–,–,–,7.21,–,–,10.5,–,–,2510,349,304,6.81,818,156,100.0,3.89,–,–,–,26.9,48300,–,62.2,285,–,–,65.4,169,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.55,15.4,–,–
HP,HP16X162,HP16X162,F,162,47.7,16.3,16  1/4 ,–,–,–,16.1,16  1/8 ,–,–,–,1.00,1      ,  1/2 ,1.00,1      ,–,–,–,2.18,2  3/16,1 11/16,–,–,–,–,–,8.05,–,–,11.9,–,–,2190,306,269,6.78,697,134,86.6,3.82,–,–,–,18.8,40800,–,61.6,248,–,–,57.8,149,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.45,15.3,–,–
HP,HP16X141,HP16X141,F,141,41.7,16.0,16      ,–,–,–,16.0,16      ,–,–,–,0.875,  7/8 ,  7/16,0.875,  7/8 ,–,–,–,2.06,2  1/16,1 5/8,–,–,–,–,–,9.14,–,–,13.6,–,–,1870,264,234,6.70,599,116,74.9,3.79,–,–,–,12.9,34300,–,60.5,212,–,–,50.0,128,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.40,15.1,–,–
HP,HP16X121,HP16X121,F,121,35.8,15.8,15  3/4 ,–,–,–,15.9,15  7/8 ,–,–,–,0.750,  3/4 ,  3/8 ,0.750,  3/4 ,–,–,–,1.93,1 15/16,1  9/16,–,–,–,–,–,10.6,–,–,15.9,–,–,1590,226,201,6.66,504,97.6,63.4,3.75,–,–,–,8.35,28500,–,59.8,178,–,–,42.8,109,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.34,15.1,–,–
HP,HP16X101,HP16X101,F,101,29.9,15.5,15  1/2 ,–,–,–,15.8,15  3/4 ,–,–,–,0.625,  5/8 ,  5/16,0.625,  5/8 ,–,–,–,1.81,1 13/16,1 1/2,–,–,–,–,–,12.6,–,–,19.0,–,–,1300,187,168,6.59,412,80.1,52.2,3.71,–,–,–,5.07,22800,–,58.8,145,–,–,35.3,89.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.27,14.9,–,–
