Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
W,W760X284,W760X284,284,36200,780,778,–,–,–,381,381,–,–,–,18.0,17.5,9.52,30.2,30.2,–,–,–,50.0,52.4,30.2,–,–,–,–,–,6.35,–,–,37.7,–,–,3830,11100,9830,325,280,2260,1470,87.9,–,–,–,8740,39200,–,71600,206,–,–,2050,5490,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,103,749,2640,3020
W,W760X257,W760X257,257,32800,772,775,–,–,–,381,381,–,–,–,16.6,15.9,7.94,27.2,27.0,–,–,–,47.0,50.8,28.6,–,–,–,–,–,7.04,–,–,40.8,–,–,3430,9950,8870,323,249,2020,1310,86.9,–,–,–,6490,34600,–,71000,184,–,–,1850,4930,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,102,744,2620,3000
W,W760X220,W760X220,220,28100,780,778,–,–,–,267,267,–,–,–,16.5,15.9,7.94,30.0,30.2,–,–,–,46.5,52.4,28.6,–,–,–,–,–,4.44,–,–,41.6,–,–,2780,8190,7140,315,94.5,1110,710,57.9,–,–,–,6040,13300,–,50000,99.9,–,–,1410,4060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,70.4,749,2300,2570
W,W760X196,W760X196,196,25000,770,768,–,–,–,267,267,–,–,–,15.6,15.9,7.94,25.4,25.4,–,–,–,41.9,47.6,28.6,–,–,–,–,–,5.27,–,–,43.9,–,–,2400,7160,6230,310,81.6,957,610,57.2,–,–,–,4050,11300,–,49600,84.1,–,–,1190,3520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,69.8,744,2270,2540
W,W760X185,W760X185,185,23500,767,765,–,–,–,267,267,–,–,–,14.9,14.3,7.94,23.6,23.8,–,–,–,40.1,46.0,28.6,–,–,–,–,–,5.65,–,–,46.2,–,–,2230,6690,5820,307,75.3,885,564,56.6,–,–,–,3330,10400,–,49500,78.3,–,–,1110,3310,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,69.3,744,2270,2540
W,W760X173,W760X173,173,22100,762,762,–,–,–,267,267,–,–,–,14.4,14.3,7.94,21.6,22.2,–,–,–,38.1,44.5,28.6,–,–,–,–,–,6.17,–,–,47.8,–,–,2050,6190,5390,305,68.3,806,513,55.6,–,–,–,2680,9370,–,49400,71.2,–,–,1010,3060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,68.6,742,2270,2530
W,W760X161,W760X161,161,20500,757,759,–,–,–,267,267,–,–,–,13.8,14.3,7.94,19.3,19.0,–,–,–,35.8,42.9,28.6,–,–,–,–,–,6.89,–,–,49.6,–,–,1860,5670,4900,302,60.8,719,457,54.6,–,–,–,2080,8300,–,49200,63.3,–,–,900,2790,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,67.8,737,2260,2520
W,W760X147,W760X147,147,18700,754,752,–,–,–,267,267,–,–,–,13.2,12.7,6.35,17.0,17.5,–,–,–,33.5,39.7,27.0,–,–,–,–,–,7.80,–,–,51.9,–,–,1660,5110,4410,297,53.3,633,401,53.3,–,–,–,1570,7200,–,49200,55.8,–,–,795,2520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,66.5,737,2250,2520
W,W760X134,W760X134,134,17000,749,749,–,–,–,264,264,–,–,–,11.9,12.7,6.35,15.5,15.9,–,–,–,32.0,38.1,27.0,–,–,–,–,–,8.52,–,–,57.5,–,–,1500,4640,4010,297,47.9,569,362,53.1,–,–,–,1180,6440,–,48500,49.5,–,–,716,2280,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,66.0,734,2240,2500
W,W690X802,W690X802,802,103000,826,826,–,–,–,389,387,–,–,–,50.0,50.8,25.4,89.9,90.5,–,–,–,110,113,46.0,–,–,–,–,–,2.15,–,–,12.1,–,–,10700,31000,25700,323,878,7160,4540,92.7,–,–,–,206000,119000,–,71600,624,–,–,5600,15500,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,112,737,2690,3070
W,W690X548,W690X548,548,70300,772,772,–,–,–,373,371,–,–,–,35.1,34.9,17.5,63.0,63.5,–,–,–,83.1,85.7,38.1,–,–,–,–,–,2.96,–,–,17.3,–,–,6740,20300,17400,310,545,4570,2930,88.4,–,–,–,70800,68500,–,66500,389,–,–,3790,10200,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,105,709,2540,2920
W,W690X500,W690X500,500,64000,762,762,–,–,–,371,368,–,–,–,32.0,31.8,15.9,57.9,57.2,–,–,–,78.0,81.0,36.5,–,–,–,–,–,3.19,–,–,18.9,–,–,6080,18500,15900,307,491,4130,2650,87.6,–,–,–,54500,60700,–,65200,350,–,–,3460,9230,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,104,704,2540,2920
W,W690X457,W690X457,457,58200,752,752,–,–,–,366,368,–,–,–,29.5,30.2,15.9,53.1,52.4,–,–,–,73.2,76.2,36.5,–,–,–,–,–,3.46,–,–,20.6,–,–,5450,16900,14500,305,437,3720,2390,86.6,–,–,–,42000,53400,–,63900,310,–,–,3110,8320,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,103,698,2500,2870
W,W690X419,W690X419,419,53600,744,743,–,–,–,366,365,–,–,–,26.9,27.0,14.3,49.0,49.2,–,–,–,69.1,71.4,34.9,–,–,–,–,–,3.72,–,–,22.5,–,–,4950,15300,13300,305,397,3380,2180,86.1,–,–,–,33100,47800,–,63500,285,–,–,2880,7640,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,102,696,2500,2870
W,W690X384,W690X384,384,49100,737,737,–,–,–,363,362,–,–,–,24.9,25.4,12.7,45.0,44.4,–,–,–,65.0,68.3,33.3,–,–,–,–,–,4.03,–,–,24.4,–,–,4500,14000,12200,302,358,3060,1970,85.3,–,–,–,25600,42700,–,62800,256,–,–,2620,6950,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,101,691,2480,2840
W,W690X350,W690X350,350,44800,729,727,–,–,–,361,362,–,–,–,23.1,23.8,12.7,40.9,41.3,–,–,–,61.0,63.5,33.3,–,–,–,–,–,4.41,–,–,26.2,–,–,4040,12700,11100,300,320,2750,1770,84.6,–,–,–,19600,37900,–,62100,229,–,–,2380,6290,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,99.6,688,2460,2820
W,W690X323,W690X323,323,41200,721,721,–,–,–,358,359,–,–,–,21.1,20.6,11.1,38.1,38.1,–,–,–,58.2,60.3,31.8,–,–,–,–,–,4.71,–,–,28.7,–,–,3710,11700,10300,300,293,2520,1640,84.3,–,–,–,15700,34400,–,61200,209,–,–,2200,5750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.8,683,2440,2790
W,W690X289,W690X289,289,36800,714,714,–,–,–,356,356,–,–,–,19.1,19.0,9.52,34.0,33.3,–,–,–,54.1,57.2,30.2,–,–,–,–,–,5.24,–,–,31.8,–,–,3270,10300,9160,297,258,2230,1440,83.6,–,–,–,11300,29800,–,60500,183,–,–,1950,5110,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,97.8,681,2410,2770
W,W690X265,W690X265,265,33900,706,705,–,–,–,358,359,–,–,–,18.4,19.0,9.52,30.2,30.2,–,–,–,50.3,52.4,30.2,–,–,–,–,–,5.92,–,–,32.9,–,–,2920,9340,8280,295,231,2000,1290,82.6,–,–,–,8370,26400,–,60500,164,–,–,1740,4620,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,97.3,676,2410,2770
W,W690X240,W690X240,240,30700,701,702,–,–,–,356,356,–,–,–,16.8,17.5,9.52,27.4,27.0,–,–,–,47.5,50.8,30.2,–,–,–,–,–,6.49,–,–,36.1,–,–,2630,8440,7510,292,207,1790,1160,82.0,–,–,–,6290,23400,–,59900,146,–,–,1560,4160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,96.3,673,2410,2770
W,W690X217,W690X217,217,27900,696,695,–,–,–,356,356,–,–,–,15.4,15.9,7.94,24.8,25.4,–,–,–,44.7,47.6,28.6,–,–,–,–,–,7.16,–,–,39.4,–,–,2360,7600,6780,292,184,1600,1040,81.3,–,–,–,4700,20700,–,59700,132,–,–,1410,3750,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95.5,671,2390,2740
W,W690X192,W690X192,192,24400,701,702,–,–,–,254,254,–,–,–,15.5,15.9,7.94,27.9,28.6,–,–,–,43.2,50.8,28.6,–,–,–,–,–,4.55,–,–,39.7,–,–,1980,6470,5650,284,76.6,944,603,56.1,–,–,–,4620,8730,–,42800,75.8,–,–,1120,3200,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,67.6,673,2110,2360
W,W690X170,W690X170,170,21700,693,692,–,–,–,257,257,–,–,–,14.5,14.3,7.94,23.6,23.8,–,–,–,38.9,46.0,28.6,–,–,–,–,–,5.41,–,–,42.5,–,–,1700,5620,4900,279,66.2,808,516,55.4,–,–,–,3050,7410,–,43000,64.9,–,–,957,2790,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,67.3,671,2100,2360
W,W690X152,W690X152,152,19400,688,689,–,–,–,254,254,–,–,–,13.1,12.7,6.35,21.1,20.6,–,–,–,36.3,44.5,27.0,–,–,–,–,–,6.03,–,–,47.1,–,–,1510,5000,4380,279,57.9,711,456,54.6,–,–,–,2200,6440,–,42400,56.6,–,–,847,2470,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,66.5,668,2090,2340
W,W690X140,W690X140,140,17800,683,683,–,–,–,254,254,–,–,–,12.4,12.7,6.35,18.9,19.0,–,–,–,34.0,41.3,27.0,–,–,–,–,–,6.70,–,–,49.5,–,–,1360,4560,3980,277,51.6,636,406,53.8,–,–,–,1680,5720,–,42200,50.8,–,–,759,2250,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,65.8,665,2080,2330
W,W690X125,W690X125,125,15900,678,679,–,–,–,254,254,–,–,–,11.7,11.1,6.35,16.3,15.9,–,–,–,31.5,39.7,27.0,–,–,–,–,–,7.78,–,–,52.7,–,–,1190,4000,3490,272,44.1,544,347,52.6,–,–,–,1170,4810,–,42100,43.3,–,–,652,1980,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,64.5,663,2070,2320
W,W610X551,W610X551,551,70300,711,711,–,–,–,348,346,–,–,–,38.6,38.1,19.0,69.1,69.8,–,–,–,81.8,92.1,39.7,–,–,–,–,–,2.51,–,–,14.2,–,–,5580,18500,15700,282,483,4380,2790,83.1,–,–,–,83700,49900,–,55900,336,–,–,3420,9310,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,99.6,643,2370,2720
W,W610X498,W610X498,498,63400,699,698,–,–,–,343,343,–,–,–,35.1,34.9,17.5,63.0,63.5,–,–,–,75.7,85.7,38.1,–,–,–,–,–,2.73,–,–,15.6,–,–,4950,16700,14200,279,429,3900,2490,82.0,–,–,–,63300,43200,–,54500,294,–,–,3080,8290,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.0,635,2320,2670
W,W610X455,W610X455,455,57900,688,689,–,–,–,340,340,–,–,–,32.0,31.8,15.9,57.9,57.2,–,–,–,70.6,81.0,36.5,–,–,–,–,–,2.94,–,–,17.1,–,–,4450,15100,12900,277,383,3510,2250,81.3,–,–,–,48700,38100,–,53600,264,–,–,2820,7520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,96.8,630,2300,2640
W,W610X415,W610X415,415,52800,678,679,–,–,–,338,337,–,–,–,29.5,30.2,15.9,53.1,52.4,–,–,–,65.8,76.2,36.5,–,–,–,–,–,3.18,–,–,18.6,–,–,4000,13700,11800,274,343,3160,2030,80.5,–,–,–,37700,33600,–,52800,237,–,–,2560,6820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95.5,625,2280,2620
W,W610X372,W610X372,372,47400,668,670,–,–,–,335,333,–,–,–,26.4,27.0,14.3,48.0,47.6,–,–,–,60.7,71.4,34.9,–,–,–,–,–,3.49,–,–,20.7,–,–,3530,12200,10600,272,301,2800,1800,79.8,–,–,–,27700,29000,–,52000,209,–,–,2290,6060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,94.2,620,2260,2590
W,W610X341,W610X341,341,43400,660,660,–,–,–,333,333,–,–,–,24.4,23.8,12.7,43.9,44.4,–,–,–,56.6,66.7,33.3,–,–,–,–,–,3.79,–,–,22.5,–,–,3180,11100,9640,272,271,2520,1630,79.0,–,–,–,21400,25800,–,51300,187,–,–,2080,5510,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,93.2,617,2260,2590
W,W610X307,W610X307,307,39200,653,654,–,–,–,330,330,–,–,–,22.1,22.2,11.1,39.9,39.7,–,–,–,52.6,63.5,31.8,–,–,–,–,–,4.14,–,–,24.8,–,–,2840,9930,8700,269,241,2250,1460,78.2,–,–,–,15900,22600,–,50600,166,–,–,1880,4950,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.9,612,2240,2570
W,W610X285,W610X285,285,36500,648,648,–,–,–,330,330,–,–,–,20.6,20.6,11.1,37.1,36.5,–,–,–,49.8,60.3,31.8,–,–,–,–,–,4.43,–,–,26.6,–,–,2610,9160,8050,267,221,2060,1340,78.0,–,–,–,12800,20500,–,50400,154,–,–,1750,4590,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.4,610,2240,2570
W,W610X262,W610X262,262,33400,640,641,–,–,–,328,327,–,–,–,19.1,19.0,9.52,34.0,33.3,–,–,–,46.7,57.2,30.2,–,–,–,–,–,4.81,–,–,28.7,–,–,2360,8370,7370,267,199,1880,1220,77.2,–,–,–,9950,18400,–,49600,139,–,–,1590,4160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.7,607,2200,2530
W,W610X241,W610X241,241,30800,635,635,–,–,–,330,330,–,–,–,17.9,17.5,9.52,31.0,31.8,–,–,–,43.7,54.0,30.2,–,–,–,–,–,5.31,–,–,30.6,–,–,2150,7670,6780,264,184,1720,1120,77.5,–,–,–,7700,16800,–,49900,127,–,–,1460,3820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.7,605,2200,2530
W,W610X217,W610X217,217,27700,627,629,–,–,–,328,327,–,–,–,16.5,15.9,7.94,27.7,27.0,–,–,–,40.4,50.8,28.6,–,–,–,–,–,5.92,–,–,33.2,–,–,1910,6850,6080,262,163,1530,991,76.5,–,–,–,5580,14700,–,49100,112,–,–,1290,3390,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.7,599,2180,2510
W,W610X195,W610X195,195,24900,622,622,–,–,–,328,327,–,–,–,15.4,15.9,7.94,24.4,23.8,–,–,–,37.1,47.6,28.6,–,–,–,–,–,6.70,–,–,35.6,–,–,1670,6060,5390,259,142,1340,869,75.4,–,–,–,3950,12600,–,49000,97.8,–,–,1140,3020,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.6,597,2170,2500
W,W610X174,W610X174,174,22200,617,616,–,–,–,325,324,–,–,–,14.0,14.3,7.94,21.6,22.2,–,–,–,34.3,44.5,28.6,–,–,–,–,–,7.53,–,–,39.2,–,–,1470,5360,4770,257,124,1170,762,74.7,–,–,–,2800,11000,–,48400,84.9,–,–,1000,2670,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,597,2160,2480
W,W610X155,W610X155,155,19800,612,610,–,–,–,325,324,–,–,–,12.7,12.7,6.35,19.1,19.0,–,–,–,31.8,41.3,27.0,–,–,–,–,–,8.50,–,–,43.1,–,–,1290,4740,4230,257,108,1020,667,73.9,–,–,–,1960,9450,–,48200,74.5,–,–,883,2360,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.9,594,2150,2480
W,W610X153,W610X153,153,19500,622,622,–,–,–,229,229,–,–,–,14.0,14.3,7.94,24.9,25.4,–,–,–,37.6,47.6,28.6,–,–,–,–,–,4.59,–,–,39.2,–,–,1250,4590,4010,254,49.5,680,434,50.5,–,–,–,2940,4460,–,34100,48.7,–,–,798,2280,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.0,597,1880,2110
W,W610X140,W610X140,140,17900,617,616,–,–,–,230,232,–,–,–,13.1,12.7,6.35,22.2,22.2,–,–,–,35.1,44.5,27.0,–,–,–,–,–,5.18,–,–,41.9,–,–,1120,4160,3640,251,45.4,615,393,50.3,–,–,–,2190,4030,–,34300,43.7,–,–,718,2060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,61.0,594,1880,2110
W,W610X125,W610X125,125,15900,612,613,–,–,–,229,229,–,–,–,11.9,12.7,6.35,19.6,19.0,–,–,–,32.3,42.9,27.0,–,–,–,–,–,5.86,–,–,45.9,–,–,986,3670,3210,249,39.3,534,342,49.5,–,–,–,1540,3440,–,33900,38.0,–,–,629,1820,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,60.2,592,1870,2100
W,W610X113,W610X113,113,14500,607,606,–,–,–,228,229,–,–,–,11.2,11.1,6.35,17.3,17.5,–,–,–,30.0,39.7,27.0,–,–,–,–,–,6.61,–,–,49.0,–,–,874,3280,2880,246,34.3,469,302,48.8,–,–,–,1120,2980,–,33700,33.2,–,–,554,1620,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,59.2,589,1850,2080
W,W610X101,W610X101,101,13000,602,603,–,–,–,228,229,–,–,–,10.5,11.1,6.35,14.9,14.3,–,–,–,27.7,38.1,27.0,–,–,–,–,–,7.66,–,–,52.0,–,–,762,2900,2520,243,29.3,401,257,47.5,–,–,–,778,2530,–,33400,28.3,–,–,474,1430,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,58.4,587,1840,2070
W,W610X92,W610X92,92.0,11700,602,603,–,–,–,179,178,–,–,–,10.9,11.1,6.35,15.0,14.3,–,–,–,27.7,38.1,27.0,–,–,–,–,–,5.97,–,–,50.1,–,–,645,2510,2150,234,14.4,257,161,35.1,–,–,–,712,1240,–,26300,17.6,–,–,369,1230,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.4,587,1700,1870
W,W610X82,W610X82,82.0,10500,599,600,–,–,–,178,178,–,–,–,10.0,9.52,4.76,12.8,12.7,–,–,–,25.7,36.5,25.4,–,–,–,–,–,6.94,–,–,54.6,–,–,562,2200,1870,231,12.1,218,136,34.0,–,–,–,491,1040,–,26100,14.9,–,–,316,1080,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,43.7,587,1690,1870
W,W530X300,W530X300,300,38300,584,584,–,–,–,320,321,–,–,–,23.1,23.8,12.7,41.4,41.3,–,–,–,54.1,63.5,33.3,–,–,–,–,–,3.86,–,–,20.6,–,–,2210,8690,7550,241,226,2180,1410,76.7,–,–,–,17000,16600,–,43400,144,–,–,1670,4330,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.2,544,2060,2380
W,W530X272,W530X272,272,34600,577,578,–,–,–,318,318,–,–,–,21.1,20.6,11.1,37.6,38.1,–,–,–,50.3,60.3,31.8,–,–,–,–,–,4.22,–,–,22.6,–,–,1970,7800,6830,239,201,1950,1270,76.2,–,–,–,12800,14600,–,42800,128,–,–,1500,3880,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.2,538,2040,2360
W,W530X248,W530X248,248,31500,572,572,–,–,–,315,314,–,–,–,19.1,19.0,9.52,34.5,34.9,–,–,–,47.2,57.2,30.2,–,–,–,–,–,4.57,–,–,25.0,–,–,1780,7080,6230,238,181,1770,1150,75.9,–,–,–,9820,13000,–,42300,115,–,–,1370,3520,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.4,536,2030,2340
W,W530X219,W530X219,219,27900,561,559,–,–,–,318,318,–,–,–,18.3,19.0,9.52,29.2,28.6,–,–,–,41.9,50.8,30.2,–,–,–,–,–,5.44,–,–,26.1,–,–,1510,6110,5390,233,157,1520,985,74.9,–,–,–,6410,11000,–,42300,97.8,–,–,1160,3050,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,533,2020,2330
W,W530X196,W530X196,196,25000,554,556,–,–,–,315,318,–,–,–,16.5,15.9,7.94,26.4,27.0,–,–,–,39.1,49.2,28.6,–,–,–,–,–,6.01,–,–,28.9,–,–,1340,5460,4830,232,139,1350,877,74.4,–,–,–,4700,9670,–,41500,85.7,–,–,1030,2690,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.1,528,2000,2310
W,W530X182,W530X182,182,23200,551,549,–,–,–,315,314,–,–,–,15.2,15.9,7.94,24.4,23.8,–,–,–,37.1,46.0,28.6,–,–,–,–,–,6.45,–,–,31.3,–,–,1230,5030,4470,231,127,1240,806,74.2,–,–,–,3740,8780,–,41500,79.5,–,–,962,2510,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.4,526,1990,2310
W,W530X165,W530X165,165,21000,546,546,–,–,–,312,314,–,–,–,14.0,14.3,7.94,22.2,22.2,–,–,–,35.1,44.5,28.6,–,–,–,–,–,7.05,–,–,34.1,–,–,1110,4570,4080,230,114,1120,729,73.7,–,–,–,2840,7840,–,40900,71.2,–,–,869,2260,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.6,523,1980,2290
W,W530X150,W530X150,150,19200,544,543,–,–,–,312,311,–,–,–,12.7,12.7,6.35,20.3,20.6,–,–,–,33.0,42.9,27.0,–,–,–,–,–,7.68,–,–,37.5,–,–,1010,4150,3720,229,103,1010,660,73.4,–,–,–,2170,7040,–,40800,64.9,–,–,796,2060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.1,523,1980,2290
W,W530X138,W530X138,138,17600,549,549,–,–,–,214,213,–,–,–,14.7,14.3,7.94,23.6,23.8,–,–,–,36.3,41.3,23.8,–,–,–,–,–,4.53,–,–,32.3,–,–,862,3620,3150,221,38.7,569,362,46.7,–,–,–,2510,2670,–,28100,35.5,–,–,618,1790,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.9,526,1690,1900
W,W530X123,W530X123,123,15700,544,543,–,–,–,212,213,–,–,–,13.1,12.7,6.35,21.2,20.6,–,–,–,34.0,38.1,22.2,–,–,–,–,–,5.00,–,–,36.4,–,–,762,3210,2800,220,33.9,500,320,46.5,–,–,–,1810,2320,–,27700,31.2,–,–,552,1590,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.1,523,1680,1890
W,W530X109,W530X109,109,13900,538,540,–,–,–,211,210,–,–,–,11.6,11.1,6.35,18.8,19.0,–,–,–,31.5,36.5,22.2,–,–,–,–,–,5.60,–,–,41.2,–,–,666,2820,2470,219,29.4,436,279,46.0,–,–,–,1260,1990,–,27400,27.1,–,–,487,1390,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.6,521,1660,1870
W,W530X101,W530X101,101,12900,536,537,–,–,–,210,210,–,–,–,10.9,11.1,6.35,17.4,17.5,–,–,–,30.2,34.9,22.2,–,–,–,–,–,6.04,–,–,43.6,–,–,616,2620,2290,218,26.9,400,257,45.7,–,–,–,1020,1820,–,27200,24.9,–,–,449,1290,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,55.1,518,1660,1870
W,W530X92,W530X92,92.0,11800,533,533,–,–,–,209,210,–,–,–,10.2,9.52,4.76,15.6,15.9,–,–,–,28.4,33.3,20.6,–,–,–,–,–,6.70,–,–,46.9,–,–,554,2360,2080,217,23.9,356,229,45.0,–,–,–,762,1600,–,27100,22.1,–,–,403,1170,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,54.6,518,1650,1860
